timestamp,hop,ip,hostname,asn,rtt
1684846780,1,192.168.1.1,???,,0.5869865417480469
1684846780,2,100.64.0.1,???,,34.55781936645508
1684846780,3,172.16.251.90,???,,90.3327465057373
1684846780,4,206.224.65.200,undefined.hostname.localhost,14593,49.98040199279785
1684846780,5,206.224.65.182,undefined.hostname.localhost,14593,44.57235336303711
1684846780,6,80.81.195.11,msft-decix-02-fra.ntwk.msn.net,,77.44646072387695
1684846780,7,104.44.42.78,ae24-0.icr02.fra23.ntwk.msn.net,8075,45.32909393310547
1684846780,8,104.44.20.248,be-102-0.ibr01.fra23.ntwk.msn.net,8075,278.46312522888184
1684846780,9,104.44.16.140,be-2-0.ibr01.zrh21.ntwk.msn.net,8075,255.55062294006348
1684846780,10,104.44.30.67,be-10-0.ibr01.gva20.ntwk.msn.net,8075,251.87301635742188
1684846780,11,104.44.29.68,be-7-0.ibr01.mrs21.ntwk.msn.net,8075,259.5634460449219
1684846780,12,104.44.28.163,be-21-0.ibr01.mrs20.ntwk.msn.net,8075,268.10693740844727
1684846780,13,*,*,*,*
1684846780,14,104.44.29.207,be-5-0.ibr02.mma01.ntwk.msn.net,8075,275.1338481903076
1684846780,15,104.44.19.147,be-1-0.ibr01.per01.ntwk.msn.net,8075,307.51895904541016
1684846780,16,104.44.19.156,be-4-0.ibr01.mel01.ntwk.msn.net,8075,287.7166271209717
1684846780,17,104.44.11.152,ae102-0.icr02.mel01.ntwk.msn.net,8075,267.5340175628662
1684846780,18,*,*,*,*
1684846780,19,*,*,*,*
1684846780,20,*,*,*,*
1684846780,21,*,*,*,*
1684846780,22,*,*,*,*
1684846780,23,*,*,*,*
1684846780,24,*,*,*,*
1684846780,25,*,*,*,*
1684846780,26,*,*,*,*
1684846780,27,*,*,*,*
1684846780,28,*,*,*,*
1684846780,29,*,*,*,*
