timestamp,hop,ip,hostname,asn,rtt
1684846491,1,192.168.1.1,???,,0.5881786346435547
1684846491,2,100.64.0.1,???,,46.62823677062988
1684846491,3,172.16.251.90,???,,66.39981269836426
1684846491,4,206.224.65.196,undefined.hostname.localhost,14593,29.621362686157227
1684846491,5,206.224.65.178,undefined.hostname.localhost,14593,74.39160346984863
1684846491,6,80.81.194.52,msft-decix-01-fra.ntwk.msn.net,,54.067134857177734
1684846491,7,104.44.42.76,ae31-0.icr01.fra23.ntwk.msn.net,8075,50.23002624511719
1684846491,8,104.44.20.242,be-120-0.ibr02.fra23.ntwk.msn.net,8075,258.0850124359131
1684846491,9,104.44.28.178,be-13-0.ibr02.par21.ntwk.msn.net,8075,310.4736804962158
1684846491,10,104.44.29.133,be-31-0.ibr02.mrs20.ntwk.msn.net,8075,245.67556381225586
1684846491,11,104.44.17.64,be-14-0.ibr02.sg2.ntwk.msn.net,8075,261.699914932251
1684846491,12,104.44.28.151,be-3-0.ibr02.hkg31.ntwk.msn.net,8075,307.3382377624512
1684846491,13,104.44.31.22,be-17-0.ibr02.pus20.ntwk.msn.net,8075,322.3004341125488
1684846491,14,104.44.19.204,be-4-0.ibr02.sel21.ntwk.msn.net,8075,278.3222198486328
1684846491,15,104.44.22.48,ae122-0.icr02.sel21.ntwk.msn.net,8075,246.4585304260254
1684846491,16,*,*,*,*
1684846491,17,*,*,*,*
1684846491,18,*,*,*,*
1684846491,19,*,*,*,*
1684846491,20,*,*,*,*
1684846491,21,*,*,*,*
1684846491,22,*,*,*,*
1684846491,23,*,*,*,*
1684846491,24,*,*,*,*
1684846491,25,*,*,*,*
1684846491,26,*,*,*,*
1684846491,27,*,*,*,*
1684846491,28,*,*,*,*
1684846491,29,*,*,*,*
