timestamp,hop,ip,hostname,asn,rtt
1684845650,1,131.159.14.129,ac.scylla.net.in.tum.de,209335,0.7808208465576172
1684845650,2,131.159.252.148,nz-bb2-net.in.tum.de,209335,0.9179115295410156
1684845650,3,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,1.840829849243164
1684845650,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,0.9400844573974609
1684845650,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,25.777578353881836
1684845650,6,*,*,*,*
1684845650,7,*,*,*,*
1684845650,8,*,*,*,*
1684845650,9,*,*,*,*
1684845650,10,*,*,*,*
1684845650,11,*,*,*,*
1684845650,12,*,*,*,*
1684845650,13,*,*,*,*
1684845650,14,*,*,*,*
1684845650,15,*,*,*,*
1684845650,16,*,*,*,*
1684845650,17,*,*,*,*
1684845650,18,*,*,*,*
1684845650,19,*,*,*,*
1684845650,20,*,*,*,*
1684845650,21,*,*,*,*
1684845650,22,*,*,*,*
1684845650,23,*,*,*,*
1684845650,24,*,*,*,*
1684845650,25,*,*,*,*
1684845650,26,*,*,*,*
1684845650,27,*,*,*,*
1684845650,28,*,*,*,*
1684845650,29,*,*,*,*
