timestamp,ttl,ip,hostname,asn
1683452167,1,131.159.14.129,ac.scylla.net.in.tum.de,209335
1683452167,2,131.159.252.147,nz-bb1-net.in.tum.de,209335
1683452167,3,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335
1683452167,4,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816
1683452167,5,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680
1683452167,6,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680
1683452167,7,188.1.146.210,cr-tub2-be10.x-win.dfn.de,680
1683452167,8,213.248.100.166,hbg-b2-link.ip.twelve99.net,1299
1683452167,9,62.115.120.70,hbg-bb3-link.ip.twelve99.net,1299
1683452167,10,80.91.249.10,ldn-bb1-link.ip.twelve99.net,1299
1683452167,11,62.115.126.39,ldn-b4-link.ip.twelve99.net,1299
1683452167,12,62.115.187.85,bhartiairtel-ic-366351.ip.twelve99-cust.net,1299
1683452167,13,116.119.81.86,???,9498
1683452167,14,*,*,*
1683452167,15,*,*,*
1683452167,16,*,*,*
1683452167,17,*,*,*
1683452167,18,*,*,*
1683452167,19,*,*,*
1683452167,20,*,*,*
1683452167,21,*,*,*
1683452167,22,*,*,*
1683452167,23,*,*,*
1683452167,24,*,*,*
1683452167,25,*,*,*
1683452167,26,*,*,*
1683452167,27,*,*,*
1683452167,28,*,*,*
1683452167,29,*,*,*
1683468613,1,131.159.14.129,ac.scylla.net.in.tum.de,209335
1683468613,2,131.159.252.147,nz-bb1-net.in.tum.de,209335
1683468613,3,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335
1683468613,4,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816
1683468613,5,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680
1683468613,6,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680
1683468613,7,188.1.146.210,cr-tub2-be10.x-win.dfn.de,680
1683468613,8,213.248.100.166,hbg-b2-link.ip.twelve99.net,1299
1683468613,9,*,*,*
1683468613,10,80.91.249.10,ldn-bb1-link.ip.twelve99.net,1299
1683468613,11,62.115.126.39,ldn-b4-link.ip.twelve99.net,1299
1683468613,12,62.115.187.85,bhartiairtel-ic-366351.ip.twelve99-cust.net,1299
1683468613,13,116.119.81.86,???,9498
1683468613,14,*,*,*
1683468613,15,*,*,*
1683468613,16,*,*,*
1683468613,17,*,*,*
1683468613,18,*,*,*
1683468613,19,*,*,*
1683468613,20,*,*,*
1683468613,21,*,*,*
1683468613,22,*,*,*
1683468613,23,*,*,*
1683468613,24,*,*,*
1683468613,25,*,*,*
1683468613,26,*,*,*
1683468613,27,*,*,*
1683468613,28,*,*,*
1683468613,29,*,*,*
1683483548,1,131.159.14.129,ac.scylla.net.in.tum.de,209335
1683483548,2,131.159.252.147,nz-bb1-net.in.tum.de,209335
1683483548,3,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335
1683483548,4,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816
1683483548,5,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680
1683483548,6,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680
1683483548,7,188.1.146.210,cr-tub2-be10.x-win.dfn.de,680
1683483548,8,213.248.100.166,hbg-b2-link.ip.twelve99.net,1299
1683483548,9,*,*,*
1683483548,10,80.91.249.10,ldn-bb1-link.ip.twelve99.net,1299
1683483548,11,62.115.126.39,ldn-b4-link.ip.twelve99.net,1299
1683483548,12,62.115.187.85,bhartiairtel-ic-366351.ip.twelve99-cust.net,1299
1683483548,13,116.119.81.86,???,9498
1683483548,14,*,*,*
1683483548,15,*,*,*
1683483548,16,*,*,*
1683483548,17,*,*,*
1683483548,18,*,*,*
1683483548,19,*,*,*
1683483548,20,*,*,*
1683483548,21,*,*,*
1683483548,22,*,*,*
1683483548,23,*,*,*
1683483548,24,*,*,*
1683483548,25,*,*,*
1683483548,26,*,*,*
1683483548,27,*,*,*
1683483548,28,*,*,*
1683483548,29,*,*,*
1683486620,1,131.159.14.129,ac.scylla.net.in.tum.de,209335
1683486620,2,131.159.252.147,nz-bb1-net.in.tum.de,209335
1683486620,3,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335
1683486620,4,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816
1683486620,5,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680
1683486620,6,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680
1683486620,7,188.1.146.210,cr-tub2-be10.x-win.dfn.de,680
1683486620,8,213.248.100.166,hbg-b2-link.ip.twelve99.net,1299
1683486620,9,*,*,*
1683486620,10,80.91.249.10,ldn-bb1-link.ip.twelve99.net,1299
1683486620,11,62.115.126.39,ldn-b4-link.ip.twelve99.net,1299
1683486620,12,62.115.187.85,bhartiairtel-ic-366351.ip.twelve99-cust.net,1299
1683486620,13,116.119.81.86,???,9498
1683486620,14,*,*,*
1683486620,15,*,*,*
1683486620,16,*,*,*
1683486620,17,*,*,*
1683486620,18,*,*,*
1683486620,19,*,*,*
1683486620,20,*,*,*
1683486620,21,*,*,*
1683486620,22,*,*,*
1683486620,23,*,*,*
1683486620,24,*,*,*
1683486620,25,*,*,*
1683486620,26,*,*,*
1683486620,27,*,*,*
1683486620,28,*,*,*
1683486620,29,*,*,*
1683489602,1,131.159.14.129,ac.scylla.net.in.tum.de,209335
1683489602,2,131.159.252.147,nz-bb1-net.in.tum.de,209335
1683489602,3,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335
1683489602,4,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816
1683489602,5,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680
1683489602,6,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680
1683489602,7,188.1.146.210,cr-tub2-be10.x-win.dfn.de,680
1683489602,8,213.248.100.166,hbg-b2-link.ip.twelve99.net,1299
1683489602,9,*,*,*
1683489602,10,80.91.249.10,ldn-bb1-link.ip.twelve99.net,1299
1683489602,11,62.115.126.39,ldn-b4-link.ip.twelve99.net,1299
