timestamp,hop,ip,hostname,asn,rtt
1684847359,1,192.168.1.1,???,,0.5941390991210938
1684847359,2,100.64.0.1,???,,34.9729061126709
1684847359,3,172.16.251.90,???,,42.410850524902344
1684847359,4,206.224.65.204,undefined.hostname.localhost,14593,90.44671058654785
1684847359,5,206.224.65.188,undefined.hostname.localhost,14593,87.10336685180664
1684847359,6,213.144.184.30,???,6762,50.3387451171875
1684847359,7,4.68.63.109,ae-16.edge8.Frankfurt1.Level3.net,3356,56.33711814880371
1684847359,8,4.69.141.246,ae1.3112.edge6.London1.level3.net,3356,45.01748085021973
1684847359,9,140.91.238.12,???,31898,37.00423240661621
1684847359,10,*,*,*,*
1684847359,11,*,*,*,*
1684847359,12,*,*,*,*
1684847359,13,*,*,*,*
1684847359,14,*,*,*,*
1684847359,15,*,*,*,*
1684847359,16,*,*,*,*
1684847359,17,*,*,*,*
1684847359,18,*,*,*,*
1684847359,19,*,*,*,*
1684847359,20,*,*,*,*
1684847359,21,*,*,*,*
1684847359,22,*,*,*,*
1684847359,23,*,*,*,*
1684847359,24,*,*,*,*
1684847359,25,*,*,*,*
1684847359,26,*,*,*,*
1684847359,27,*,*,*,*
1684847359,28,*,*,*,*
1684847359,29,*,*,*,*
