timestamp,hop,ip,hostname,asn,rtt
1684848424,1,131.159.14.129,ac.scylla.net.in.tum.de,209335,0.7719993591308594
1684848424,2,131.159.252.148,nz-bb2-net.in.tum.de,209335,0.4215240478515625
1684848424,3,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,1.0051727294921875
1684848424,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,2.151966094970703
1684848424,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,9.880304336547852
1684848424,6,62.67.67.153,et-4-0-4.edge9.Frankfurt1.Level3.net,3356,16.290903091430664
1684848424,7,4.69.134.42,???,3356,266.9074535369873
1684848424,8,113.29.48.90,???,3549,259.95755195617676
1684848424,9,140.91.214.11,???,31898,260.5752944946289
1684848424,10,*,*,*,*
1684848424,11,*,*,*,*
1684848424,12,*,*,*,*
1684848424,13,*,*,*,*
1684848424,14,*,*,*,*
1684848424,15,*,*,*,*
1684848424,16,*,*,*,*
1684848424,17,*,*,*,*
1684848424,18,*,*,*,*
1684848424,19,*,*,*,*
1684848424,20,*,*,*,*
1684848424,21,*,*,*,*
1684848424,22,*,*,*,*
1684848424,23,*,*,*,*
1684848424,24,*,*,*,*
1684848424,25,*,*,*,*
1684848424,26,*,*,*,*
1684848424,27,*,*,*,*
1684848424,28,*,*,*,*
1684848424,29,*,*,*,*
