timestamp,hop,ip,hostname,asn,rtt
1684844131,1,192.168.1.1,???,,0.5908012390136719
1684844131,2,100.64.0.1,???,,73.99535179138184
1684844131,3,172.16.251.90,???,,46.584129333496094
1684844131,4,206.224.65.204,undefined.hostname.localhost,14593,32.41252899169922
1684844131,5,206.224.65.180,undefined.hostname.localhost,14593,42.305946350097656
1684844131,6,213.144.184.26,???,6762,46.22697830200195
1684844131,7,195.219.223.10,???,6453,27.567625045776367
1684844131,8,*,*,*,*
1684844131,9,*,*,*,*
1684844131,10,*,*,*,*
1684844131,11,80.231.153.50,if-ae-11-2.tcore1.pye-paris.as6453.net,6453,325.6404399871826
1684844131,12,*,*,*,*
1684844131,13,*,*,*,*
1684844131,14,*,*,*,*
1684844131,15,66.198.155.32,if-bundle-12-2.qcore2.aeq-ashburn.as6453.net,6453,364.154577255249
1684844131,16,66.198.155.25,if-ae-36-2.tcore2.lvw-losangeles.as6453.net,6453,338.9439582824707
1684844131,17,*,*,*,*
1684844131,18,*,*,*,*
1684844131,19,180.87.181.206,if-ae-36-2.tcore2.tv2-tokyo.as6453.net,6453,356.0972213745117
1684844131,20,*,*,*,*
1684844131,21,*,*,*,*
1684844131,22,*,*,*,*
1684844131,23,*,*,*,*
1684844131,24,*,*,*,*
1684844131,25,*,*,*,*
1684844131,26,*,*,*,*
1684844131,27,*,*,*,*
1684844131,28,*,*,*,*
1684844131,29,*,*,*,*
