timestamp,hop,ip,hostname,asn,rtt
1684850490,1,192.168.1.1,???,,0.5486011505126953
1684850490,2,100.64.0.1,???,,28.414011001586914
1684850490,3,172.16.251.90,???,,82.3063850402832
1684850490,4,206.224.65.204,undefined.hostname.localhost,14593,32.41443634033203
1684850490,5,206.224.65.180,undefined.hostname.localhost,14593,47.884225845336914
1684850490,6,213.144.184.26,???,6762,59.053659439086914
1684850490,7,195.219.223.10,???,6453,42.304039001464844
1684850490,8,*,*,*,*
1684850490,9,*,*,*,*
1684850490,10,*,*,*,*
1684850490,11,80.231.153.50,if-ae-11-2.tcore1.pye-paris.as6453.net,6453,389.6212577819824
1684850490,12,*,*,*,*
1684850490,13,*,*,*,*
1684850490,14,*,*,*,*
1684850490,15,66.198.155.32,if-bundle-12-2.qcore2.aeq-ashburn.as6453.net,6453,329.6935558319092
1684850490,16,*,*,*,*
1684850490,17,64.86.252.33,if-ae-28-2.tcore2.av3-toyohashi.as6453.net,6453,344.3424701690674
1684850490,18,*,*,*,*
1684850490,19,180.87.181.206,if-ae-36-2.tcore2.tv2-tokyo.as6453.net,6453,326.62010192871094
1684850490,20,*,*,*,*
1684850490,21,*,*,*,*
1684850490,22,*,*,*,*
1684850490,23,*,*,*,*
1684850490,24,*,*,*,*
1684850490,25,*,*,*,*
1684850490,26,*,*,*,*
1684850490,27,*,*,*,*
1684850490,28,*,*,*,*
1684850490,29,*,*,*,*
