timestamp,hop,ip,hostname,asn,rtt
1684845292,1,131.159.14.129,ac.scylla.net.in.tum.de,209335,0.40912628173828125
1684845292,2,131.159.252.148,nz-bb2-net.in.tum.de,209335,0.7917881011962891
1684845292,3,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,1.0333061218261719
1684845292,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,1.3670921325683594
1684845292,5,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680,5.15294075012207
1684845292,6,188.1.146.210,cr-tub2-be10.x-win.dfn.de,680,15.645503997802734
1684845292,7,213.248.100.166,hbg-b2-link.ip.twelve99.net,1299,23.62799644470215
1684845292,8,62.115.132.108,hbg-bb2-link.ip.twelve99.net,1299,24.30248260498047
1684845292,9,62.115.127.89,adm-bb4-link.ip.twelve99.net,1299,30.90810775756836
1684845292,10,62.115.120.229,adm-b10-link.ip.twelve99.net,1299,30.509233474731445
1684845292,11,140.91.222.2,???,31898,30.70545196533203
1684845292,12,*,*,*,*
1684845292,13,*,*,*,*
1684845292,14,*,*,*,*
1684845292,15,*,*,*,*
1684845292,16,*,*,*,*
1684845292,17,*,*,*,*
1684845292,18,*,*,*,*
1684845292,19,*,*,*,*
1684845292,20,*,*,*,*
1684845292,21,*,*,*,*
1684845292,22,*,*,*,*
1684845292,23,*,*,*,*
1684845292,24,*,*,*,*
1684845292,25,*,*,*,*
1684845292,26,*,*,*,*
1684845292,27,*,*,*,*
1684845292,28,*,*,*,*
1684845292,29,*,*,*,*
