timestamp,hop,ip,hostname,asn,rtt
1684851080,1,131.159.14.129,ac.scylla.net.in.tum.de,209335,0.8993148803710938
1684851080,2,131.159.252.148,nz-bb2-net.in.tum.de,209335,0.7045269012451172
1684851080,3,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,1.5327930450439453
1684851080,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,1.2962818145751953
1684851080,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,9.796142578125
1684851080,6,99.83.68.142,???,,10.532140731811523
1684851080,7,*,*,*,*
1684851080,8,*,*,*,*
1684851080,9,*,*,*,*
1684851080,10,*,*,*,*
1684851080,11,*,*,*,*
1684851080,12,*,*,*,*
1684851080,13,*,*,*,*
1684851080,14,*,*,*,*
1684851080,15,*,*,*,*
1684851080,16,*,*,*,*
1684851080,17,*,*,*,*
1684851080,18,*,*,*,*
1684851080,19,*,*,*,*
1684851080,20,*,*,*,*
1684851080,21,*,*,*,*
1684851080,22,*,*,*,*
1684851080,23,*,*,*,*
1684851080,24,*,*,*,*
1684851080,25,*,*,*,*
1684851080,26,*,*,*,*
1684851080,27,*,*,*,*
1684851080,28,*,*,*,*
1684851080,29,*,*,*,*
