timestamp,hop,ip,hostname,asn,rtt
1684851020,1,131.159.14.129,ac.scylla.net.in.tum.de,209335,0.3533363342285156
1684851020,2,131.159.252.148,nz-bb2-net.in.tum.de,209335,0.8482933044433594
1684851020,3,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,1.1301040649414062
1684851020,4,*,*,*,*
1684851020,5,*,*,*,*
1684851020,6,*,*,*,*
1684851020,7,*,*,*,*
1684851020,8,*,*,*,*
1684851020,9,*,*,*,*
1684851020,10,*,*,*,*
1684851020,11,*,*,*,*
1684851020,12,*,*,*,*
1684851020,13,*,*,*,*
1684851020,14,*,*,*,*
1684851020,15,*,*,*,*
1684851020,16,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,1.367330551147461
1684851020,17,*,*,*,*
1684851020,18,*,*,*,*
1684851020,19,*,*,*,*
1684851020,20,*,*,*,*
1684851020,21,*,*,*,*
1684851020,22,*,*,*,*
1684851020,23,*,*,*,*
1684851020,24,*,*,*,*
1684851020,25,*,*,*,*
1684851020,26,*,*,*,*
1684851020,27,*,*,*,*
1684851020,28,*,*,*,*
1684851020,29,*,*,*,*
