timestamp,hop,ip,hostname,asn,rtt
1684844768,1,192.168.1.1,???,,0.5781650543212891
1684844768,2,100.64.0.1,???,,28.467416763305664
1684844768,3,172.16.251.90,???,,94.11931037902832
1684844768,4,206.224.65.200,undefined.hostname.localhost,14593,34.113168716430664
1684844768,5,206.224.65.190,undefined.hostname.localhost,14593,35.431861877441406
1684844768,6,*,*,*,*
1684844768,7,*,*,*,*
1684844768,8,*,*,*,*
1684844768,9,*,*,*,*
1684844768,10,*,*,*,*
1684844768,11,*,*,*,*
1684844768,12,*,*,*,*
1684844768,13,*,*,*,*
1684844768,14,*,*,*,*
1684844768,15,*,*,*,*
1684844768,16,*,*,*,*
1684844768,17,*,*,*,*
1684844768,18,*,*,*,*
1684844768,19,*,*,*,*
1684844768,20,*,*,*,*
1684844768,21,*,*,*,*
1684844768,22,*,*,*,*
1684844768,23,*,*,*,*
1684844768,24,*,*,*,*
1684844768,25,*,*,*,*
1684844768,26,*,*,*,*
1684844768,27,*,*,*,*
1684844768,28,*,*,*,*
1684844768,29,*,*,*,*
