timestamp,hop,ip,hostname,asn,rtt
1684846143,1,192.168.1.1,???,,0.5371570587158203
1684846143,2,100.64.0.1,???,,77.02159881591797
1684846143,3,172.16.251.90,???,,52.09612846374512
1684846143,4,206.224.65.208,undefined.hostname.localhost,14593,44.78311538696289
1684846143,5,206.224.65.184,undefined.hostname.localhost,14593,90.60955047607422
1684846143,6,80.81.194.152,decix1.amazon.com,,66.07437133789062
1684846143,7,150.222.192.184,???,,36.803483963012695
1684846143,8,150.222.192.185,???,,48.728227615356445
1684846143,9,*,*,*,*
1684846143,10,150.222.192.168,???,,149.61767196655273
1684846143,11,*,*,*,*
1684846143,12,*,*,*,*
1684846143,13,52.93.224.212,???,,201.16853713989258
1684846143,14,52.93.224.217,???,,189.09692764282227
1684846143,15,52.93.227.40,???,,195.82056999206543
1684846143,16,*,*,*,*
1684846143,17,*,*,*,*
1684846143,18,*,*,*,*
1684846143,19,*,*,*,*
1684846143,20,*,*,*,*
1684846143,21,*,*,*,*
1684846143,22,*,*,*,*
1684846143,23,*,*,*,*
1684846143,24,*,*,*,*
1684846143,25,*,*,*,*
1684846143,26,*,*,*,*
1684846143,27,*,*,*,*
1684846143,28,*,*,*,*
1684846143,29,*,*,*,*
